group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
mul,mul M3217,,,,49770784.0,ns,14
mul,mul M3217,,,,49653314.0,ns,14
mul,mul M3217,,,,49901943.0,ns,14
mul,mul M3217,,,,52843654.0,ns,14
mul,mul M3217,,,,52260773.0,ns,14
mul,mul M3217,,,,50627786.0,ns,14
mul,mul M3217,,,,49680621.0,ns,14
mul,mul M3217,,,,49473477.0,ns,14
mul,mul M3217,,,,50952958.0,ns,14
mul,mul M3217,,,,51127417.0,ns,14
mul,mul M3217,,,,51169111.0,ns,14
mul,mul M3217,,,,49919124.0,ns,14
mul,mul M3217,,,,51871485.0,ns,14
mul,mul M3217,,,,50112084.0,ns,14
mul,mul M3217,,,,51528640.0,ns,14
mul,mul M3217,,,,56871362.0,ns,14
mul,mul M3217,,,,50209441.0,ns,14
mul,mul M3217,,,,50779261.0,ns,14
mul,mul M3217,,,,50297369.0,ns,14
mul,mul M3217,,,,50237028.0,ns,14
mul,mul M3217,,,,50156642.0,ns,14
mul,mul M3217,,,,50475041.0,ns,14
mul,mul M3217,,,,49803674.0,ns,14
mul,mul M3217,,,,50985916.0,ns,14
mul,mul M3217,,,,50696990.0,ns,14
mul,mul M3217,,,,50231511.0,ns,14
mul,mul M3217,,,,49949289.0,ns,14
mul,mul M3217,,,,50021573.0,ns,14
mul,mul M3217,,,,50550956.0,ns,14
mul,mul M3217,,,,49962489.0,ns,14
mul,mul M3217,,,,50436210.0,ns,14
mul,mul M3217,,,,50561990.0,ns,14
mul,mul M3217,,,,49683895.0,ns,14
mul,mul M3217,,,,49838448.0,ns,14
mul,mul M3217,,,,52019605.0,ns,14
mul,mul M3217,,,,51696668.0,ns,14
mul,mul M3217,,,,49423252.0,ns,14
mul,mul M3217,,,,49100873.0,ns,14
mul,mul M3217,,,,50268101.0,ns,14
mul,mul M3217,,,,50340245.0,ns,14
mul,mul M3217,,,,50138688.0,ns,14
mul,mul M3217,,,,50381450.0,ns,14
mul,mul M3217,,,,50104187.0,ns,14
mul,mul M3217,,,,49258361.0,ns,14
mul,mul M3217,,,,49215829.0,ns,14
mul,mul M3217,,,,49774125.0,ns,14
mul,mul M3217,,,,49363260.0,ns,14
mul,mul M3217,,,,49511250.0,ns,14
mul,mul M3217,,,,49379044.0,ns,14
mul,mul M3217,,,,49968559.0,ns,14
mul,mul M3217,,,,49331483.0,ns,14
mul,mul M3217,,,,49510552.0,ns,14
mul,mul M3217,,,,49362976.0,ns,14
mul,mul M3217,,,,49210166.0,ns,14
mul,mul M3217,,,,52338766.0,ns,14
mul,mul M3217,,,,53404517.0,ns,14
mul,mul M3217,,,,50587052.0,ns,14
mul,mul M3217,,,,52190706.0,ns,14
mul,mul M3217,,,,50598436.0,ns,14
mul,mul M3217,,,,52011010.0,ns,14
mul,mul M3217,,,,51364715.0,ns,14
mul,mul M3217,,,,50639850.0,ns,14
mul,mul M3217,,,,52362512.0,ns,14
mul,mul M3217,,,,51789060.0,ns,14
mul,mul M3217,,,,50969912.0,ns,14
mul,mul M3217,,,,50441646.0,ns,14
mul,mul M3217,,,,52829389.0,ns,14
mul,mul M3217,,,,49863096.0,ns,14
mul,mul M3217,,,,51483652.0,ns,14
mul,mul M3217,,,,50741886.0,ns,14
mul,mul M3217,,,,50363566.0,ns,14
mul,mul M3217,,,,50233663.0,ns,14
mul,mul M3217,,,,49402219.0,ns,14
mul,mul M3217,,,,49376937.0,ns,14
mul,mul M3217,,,,57935836.0,ns,14
mul,mul M3217,,,,53025213.0,ns,14
mul,mul M3217,,,,49528279.0,ns,14
mul,mul M3217,,,,48902587.0,ns,14
mul,mul M3217,,,,48791263.0,ns,14
mul,mul M3217,,,,48854468.0,ns,14
mul,mul M3217,,,,50981430.0,ns,14
mul,mul M3217,,,,49261703.0,ns,14
mul,mul M3217,,,,49795556.0,ns,14
mul,mul M3217,,,,49501671.0,ns,14
mul,mul M3217,,,,49260445.0,ns,14
mul,mul M3217,,,,49198358.0,ns,14
mul,mul M3217,,,,49522134.0,ns,14
mul,mul M3217,,,,49394328.0,ns,14
mul,mul M3217,,,,49418073.0,ns,14
mul,mul M3217,,,,49356544.0,ns,14
mul,mul M3217,,,,49498179.0,ns,14
mul,mul M3217,,,,49325255.0,ns,14
mul,mul M3217,,,,49217279.0,ns,14
mul,mul M3217,,,,49129352.0,ns,14
mul,mul M3217,,,,53969995.0,ns,14
mul,mul M3217,,,,50995882.0,ns,14
mul,mul M3217,,,,50050185.0,ns,14
mul,mul M3217,,,,50067715.0,ns,14
mul,mul M3217,,,,49735070.0,ns,14
mul,mul M3217,,,,50192168.0,ns,14
