group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
decrypt,decrypt M9689,,,,3395838438.0,ns,1
decrypt,decrypt M9689,,,,3401468275.0,ns,1
decrypt,decrypt M9689,,,,3396723196.0,ns,1
decrypt,decrypt M9689,,,,3396533680.0,ns,1
decrypt,decrypt M9689,,,,3382150171.0,ns,1
decrypt,decrypt M9689,,,,3387686366.0,ns,1
decrypt,decrypt M9689,,,,3388544574.0,ns,1
decrypt,decrypt M9689,,,,3407941803.0,ns,1
decrypt,decrypt M9689,,,,3404984560.0,ns,1
decrypt,decrypt M9689,,,,3408366675.0,ns,1
decrypt,decrypt M9689,,,,3407781906.0,ns,1
decrypt,decrypt M9689,,,,3400987669.0,ns,1
decrypt,decrypt M9689,,,,3400585429.0,ns,1
decrypt,decrypt M9689,,,,3389878690.0,ns,1
decrypt,decrypt M9689,,,,3377355161.0,ns,1
decrypt,decrypt M9689,,,,3383944404.0,ns,1
decrypt,decrypt M9689,,,,3382102782.0,ns,1
decrypt,decrypt M9689,,,,3399130162.0,ns,1
decrypt,decrypt M9689,,,,3382804342.0,ns,1
decrypt,decrypt M9689,,,,3424642109.0,ns,1
decrypt,decrypt M9689,,,,3405975246.0,ns,1
decrypt,decrypt M9689,,,,3390699514.0,ns,1
decrypt,decrypt M9689,,,,3387618791.0,ns,1
decrypt,decrypt M9689,,,,3432249877.0,ns,1
decrypt,decrypt M9689,,,,3475671959.0,ns,1
decrypt,decrypt M9689,,,,3467090369.0,ns,1
decrypt,decrypt M9689,,,,3422954995.0,ns,1
decrypt,decrypt M9689,,,,3445461009.0,ns,1
decrypt,decrypt M9689,,,,3419042826.0,ns,1
decrypt,decrypt M9689,,,,3378225064.0,ns,1
decrypt,decrypt M9689,,,,3380223959.0,ns,1
decrypt,decrypt M9689,,,,3372200191.0,ns,1
decrypt,decrypt M9689,,,,3368114773.0,ns,1
decrypt,decrypt M9689,,,,3381237778.0,ns,1
decrypt,decrypt M9689,,,,3418659828.0,ns,1
decrypt,decrypt M9689,,,,3381909689.0,ns,1
decrypt,decrypt M9689,,,,3377194871.0,ns,1
decrypt,decrypt M9689,,,,3381851853.0,ns,1
decrypt,decrypt M9689,,,,3373079769.0,ns,1
decrypt,decrypt M9689,,,,3386189038.0,ns,1
