group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
mul,mul M9689,,,,73223359.0,ns,3
mul,mul M9689,,,,72144060.0,ns,3
mul,mul M9689,,,,69757857.0,ns,3
mul,mul M9689,,,,69009807.0,ns,3
mul,mul M9689,,,,69524453.0,ns,3
mul,mul M9689,,,,69985184.0,ns,3
mul,mul M9689,,,,69516002.0,ns,3
mul,mul M9689,,,,70081841.0,ns,3
mul,mul M9689,,,,70308401.0,ns,3
mul,mul M9689,,,,72727988.0,ns,3
mul,mul M9689,,,,69969958.0,ns,3
mul,mul M9689,,,,69357187.0,ns,3
mul,mul M9689,,,,71211632.0,ns,3
mul,mul M9689,,,,68906437.0,ns,3
mul,mul M9689,,,,70400512.0,ns,3
mul,mul M9689,,,,82256591.0,ns,3
mul,mul M9689,,,,71185506.0,ns,3
mul,mul M9689,,,,70641737.0,ns,3
mul,mul M9689,,,,69480796.0,ns,3
mul,mul M9689,,,,69171547.0,ns,3
mul,mul M9689,,,,68571417.0,ns,3
mul,mul M9689,,,,69337974.0,ns,3
mul,mul M9689,,,,69428486.0,ns,3
mul,mul M9689,,,,68933883.0,ns,3
mul,mul M9689,,,,68703483.0,ns,3
mul,mul M9689,,,,69629764.0,ns,3
mul,mul M9689,,,,68781354.0,ns,3
mul,mul M9689,,,,76732494.0,ns,3
mul,mul M9689,,,,73019552.0,ns,3
mul,mul M9689,,,,70653742.0,ns,3
mul,mul M9689,,,,71927403.0,ns,3
mul,mul M9689,,,,73808388.0,ns,3
mul,mul M9689,,,,71006570.0,ns,3
mul,mul M9689,,,,72424659.0,ns,3
mul,mul M9689,,,,71986069.0,ns,3
mul,mul M9689,,,,70562950.0,ns,3
mul,mul M9689,,,,70553243.0,ns,3
mul,mul M9689,,,,69388042.0,ns,3
mul,mul M9689,,,,68610939.0,ns,3
mul,mul M9689,,,,68639852.0,ns,3
mul,mul M9689,,,,68435362.0,ns,3
mul,mul M9689,,,,68664918.0,ns,3
mul,mul M9689,,,,81661681.0,ns,3
mul,mul M9689,,,,72628653.0,ns,3
mul,mul M9689,,,,70987427.0,ns,3
mul,mul M9689,,,,70601075.0,ns,3
mul,mul M9689,,,,69834797.0,ns,3
mul,mul M9689,,,,69847299.0,ns,3
mul,mul M9689,,,,70360828.0,ns,3
mul,mul M9689,,,,70754373.0,ns,3
mul,mul M9689,,,,70145164.0,ns,3
mul,mul M9689,,,,70561546.0,ns,3
mul,mul M9689,,,,70389602.0,ns,3
mul,mul M9689,,,,69712788.0,ns,3
mul,mul M9689,,,,70482907.0,ns,3
mul,mul M9689,,,,71499552.0,ns,3
mul,mul M9689,,,,76603835.0,ns,3
mul,mul M9689,,,,76503406.0,ns,3
mul,mul M9689,,,,71010187.0,ns,3
mul,mul M9689,,,,70469980.0,ns,3
mul,mul M9689,,,,70305298.0,ns,3
mul,mul M9689,,,,70136496.0,ns,3
mul,mul M9689,,,,70050804.0,ns,3
mul,mul M9689,,,,70204031.0,ns,3
mul,mul M9689,,,,70245376.0,ns,3
mul,mul M9689,,,,70936996.0,ns,3
mul,mul M9689,,,,69147431.0,ns,3
mul,mul M9689,,,,68428015.0,ns,3
mul,mul M9689,,,,68821490.0,ns,3
mul,mul M9689,,,,68978483.0,ns,3
mul,mul M9689,,,,68714838.0,ns,3
mul,mul M9689,,,,78007459.0,ns,3
mul,mul M9689,,,,77126365.0,ns,3
mul,mul M9689,,,,68777275.0,ns,3
mul,mul M9689,,,,68295243.0,ns,3
mul,mul M9689,,,,68303415.0,ns,3
mul,mul M9689,,,,68222890.0,ns,3
mul,mul M9689,,,,68508113.0,ns,3
mul,mul M9689,,,,68833705.0,ns,3
mul,mul M9689,,,,68805350.0,ns,3
mul,mul M9689,,,,71821434.0,ns,3
mul,mul M9689,,,,71376278.0,ns,3
mul,mul M9689,,,,70694575.0,ns,3
mul,mul M9689,,,,70368980.0,ns,3
mul,mul M9689,,,,71098310.0,ns,3
mul,mul M9689,,,,74172011.0,ns,3
mul,mul M9689,,,,82160798.0,ns,3
mul,mul M9689,,,,72773897.0,ns,3
mul,mul M9689,,,,70181179.0,ns,3
mul,mul M9689,,,,70925527.0,ns,3
mul,mul M9689,,,,76258323.0,ns,3
mul,mul M9689,,,,70707349.0,ns,3
mul,mul M9689,,,,69742308.0,ns,3
mul,mul M9689,,,,69140851.0,ns,3
mul,mul M9689,,,,72837380.0,ns,3
mul,mul M9689,,,,70165604.0,ns,3
mul,mul M9689,,,,69175701.0,ns,3
mul,mul M9689,,,,68934611.0,ns,3
mul,mul M9689,,,,68754353.0,ns,3
mul,mul M9689,,,,72612490.0,ns,3
